,Time,Concentration,Bioagent,Type,Sampling
592,5.92,240968117.91185185,CFU,wt,0
593,5.93,241827961.3662712,CFU,wt,0
594,5.94,242690187.95450363,CFU,wt,0
595,5.95,243554799.39382797,CFU,wt,0
596,5.96,244421797.36571574,CFU,wt,0
597,5.97,245291183.51558128,CFU,wt,0
598,5.98,246162959.45253307,CFU,wt,0
599,5.99,247037126.74912426,CFU,wt,0
600,6.0,247913686.94110417,CFU,wt,0
601,6.01,248792641.52716917,CFU,wt,0
602,6.0200000000000005,249673991.9687142,CFU,wt,0
603,6.03,250557739.68958396,CFU,wt,0
604,6.04,251443886.07582498,CFU,wt,0
605,6.05,252332432.47543728,CFU,wt,0
606,6.0600000000000005,253223380.19812658,CFU,wt,0
607,6.07,254116730.51505625,CFU,wt,0
608,6.08,255012484.65860045,CFU,wt,0
609,6.09,255910643.82209662,CFU,wt,0
610,6.1000000000000005,256811209.15959877,CFU,wt,0
611,6.11,257714181.78563067,CFU,wt,0
612,6.12,258619562.77494,CFU,wt,0
613,6.13,259527353.16225225,CFU,wt,0
614,6.140000000000001,260437553.94202527,CFU,wt,0
615,6.15,261350166.06820396,CFU,wt,0
616,6.16,262265190.45397586,CFU,wt,0
617,6.17,263182627.97152665,CFU,wt,0
618,6.18,264102479.4517964,CFU,wt,0
619,6.19,265024745.68423605,CFU,wt,0
620,6.2,265949427.4165644,CFU,wt,0
621,6.21,266876525.35452604,CFU,wt,0
622,6.22,267806040.16164932,CFU,wt,0
623,6.23,268737972.4590048,CFU,wt,0
624,6.24,269672322.82496464,CFU,wt,0
625,6.25,270609091.79496235,CFU,wt,0
626,6.26,271548279.8612534,CFU,wt,0
627,6.2700000000000005,272489887.472676,CFU,wt,0
628,6.28,273433915.0344126,CFU,wt,0
629,6.29,274380362.9077527,CFU,wt,0
630,6.3,275329231.4098556,CFU,wt,0
631,6.3100000000000005,276280520.8135143,CFU,wt,0
632,6.32,277234231.34691936,CFU,wt,0
633,6.33,278190363.1934251,CFU,wt,0
634,6.34,279148916.4913149,CFU,wt,0
635,6.3500000000000005,280109891.33356804,CFU,wt,0
636,6.36,281073287.76762736,CFU,wt,0
637,6.37,282039105.79516786,CFU,wt,0
638,6.38,283007345.3718658,CFU,wt,0
639,6.390000000000001,283978006.4071689,CFU,wt,0
640,6.4,284951088.76406723,CFU,wt,0
641,6.41,285926592.2588656,CFU,wt,0
642,6.42,286904516.6609562,CFU,wt,0
643,6.43,287884861.69259244,CFU,wt,0
644,6.44,288867627.0286644,CFU,wt,0
645,6.45,289852812.2964737,CFU,wt,0
646,6.46,290840417.0755114,CFU,wt,0
647,6.47,291830440.89723575,CFU,wt,0
648,6.48,292822883.24485105,CFU,wt,0
649,6.49,293817743.5530879,CFU,wt,0
650,6.5,294815021.2079846,CFU,wt,0
651,6.51,295814715.54666966,CFU,wt,0
652,6.5200000000000005,296816825.85714537,CFU,wt,0
653,6.53,297821351.3780723,CFU,wt,0
654,6.54,298828291.2985562,CFU,wt,0
655,6.55,299837644.75793415,CFU,wt,0
656,6.5600000000000005,300849410.8455642,CFU,wt,0
657,6.57,301863588.6006142,CFU,wt,0
658,6.58,302880177.01185375,CFU,wt,0
659,6.59,303899175.0174464,CFU,wt,0
660,6.6000000000000005,304920581.50474334,CFU,wt,0
661,6.61,305944395.3100786,CFU,wt,0
662,6.62,306970615.2185661,CFU,wt,0
663,6.63,307999239.9638972,CFU,wt,0
664,6.640000000000001,309030268.22814065,CFU,wt,0
665,6.65,310063698.64154285,CFU,wt,0
666,6.66,311099529.7823311,CFU,wt,0
667,6.67,312137760.1765174,CFU,wt,0
668,6.68,313178388.2977037,CFU,wt,0
669,6.69,314221412.5668892,CFU,wt,0
670,6.7,315266831.3522791,CFU,wt,0
671,6.71,316314642.9690948,CFU,wt,0
672,6.72,317364845.679386,CFU,wt,0
673,6.73,318417437.69184434,CFU,wt,0
674,6.74,319472417.16161835,CFU,wt,0
675,6.75,320529782.19013107,CFU,wt,0
676,6.76,321589530.8248983,CFU,wt,0
677,6.7700000000000005,322651661.0593496,CFU,wt,0
678,6.78,323716170.83264995,CFU,wt,0
679,6.79,324783058.02952445,CFU,wt,0
680,6.8,325852320.48008424,CFU,wt,0
681,6.8100000000000005,326923955.95965403,CFU,wt,0
682,6.82,327997962.1886016,CFU,wt,0
683,6.83,329074336.8321701,CFU,wt,0
684,6.84,330153077.500311,CFU,wt,0
685,6.8500000000000005,331234181.74751973,CFU,wt,0
686,6.86,332317647.0726729,CFU,wt,0
687,6.87,333403470.9188682,CFU,wt,0
688,6.88,334491650.6732654,CFU,wt,0
689,6.890000000000001,335582183.6669303,CFU,wt,0
690,6.9,336675067.1746798,CFU,wt,0
691,6.91,337770298.41493005,CFU,wt,0
692,6.92,338867874.5495459,CFU,wt,0
693,6.93,339967792.6836929,CFU,wt,0
694,6.94,341070049.86569184,CFU,wt,0
695,6.95,342174643.0868741,CFU,wt,0
696,6.96,343281569.28144115,CFU,wt,0
697,6.97,344390825.3263245,CFU,wt,0
698,6.98,345502408.04104936,CFU,wt,0
699,6.99,346616314.18759906,CFU,wt,0
700,7.0,347732540.4702835,CFU,wt,0
701,7.01,348851083.5356086,CFU,wt,0
702,7.0200000000000005,349971939.9721486,CFU,wt,0
703,7.03,351095106.3104206,CFU,wt,0
704,7.04,352220579.02276164,CFU,wt,0
705,7.05,353348354.5232084,CFU,wt,0
706,7.0600000000000005,354478429.1673787,CFU,wt,0
707,7.07,355610799.25235593,CFU,wt,0
708,7.08,356745461.0165761,CFU,wt,0
709,7.09,357882410.63971686,CFU,wt,0
710,7.1000000000000005,359021644.2425899,CFU,wt,0
711,7.11,360163157.8870343,CFU,wt,0
712,7.12,361306947.575815,CFU,wt,0
713,7.13,362453009.2525212,CFU,wt,0
714,7.140000000000001,363601338.80146945,CFU,wt,0
715,7.15,364751932.0476075,CFU,wt,0
716,7.16,365904784.75642276,CFU,wt,0
717,7.17,367059892.63385224,CFU,wt,0
718,7.18,368217251.32619536,CFU,wt,0
719,7.19,369376856.4200295,CFU,wt,0
720,7.2,370538703.4421286,CFU,wt,0
721,7.21,371702787.8593843,CFU,wt,0
722,7.22,372869105.0787298,CFU,wt,0
723,7.23,374037650.44706684,CFU,wt,0
724,7.24,375208419.2511947,CFU,wt,0
725,7.25,376381406.7177437,CFU,wt,0
726,7.26,377556608.01310945,CFU,wt,0
727,7.2700000000000005,378734018.2433919,CFU,wt,0
728,7.28,379913632.4543355,CFU,wt,0
729,7.29,381095445.6312747,CFU,wt,0
730,7.3,382279452.6990796,CFU,wt,0
731,7.3100000000000005,383465648.5221065,CFU,wt,0
732,7.32,384654027.9041511,CFU,wt,0
733,7.33,385844585.588404,CFU,wt,0
734,7.34,387037316.25741017,CFU,wt,0
735,7.3500000000000005,388232214.53303075,CFU,wt,0
736,7.36,389429274.97640806,CFU,wt,0
737,7.37,390628492.08793426,CFU,wt,0
738,7.38,391829860.30722225,CFU,wt,0
739,7.390000000000001,393033374.0130804,CFU,wt,0
740,7.4,394239027.52348983,CFU,wt,0
741,7.41,395446815.0955854,CFU,wt,0
742,7.42,396656730.9256395,CFU,wt,0
743,7.43,397868769.1490492,CFU,wt,0
744,7.44,399082923.84032667,CFU,wt,0
745,7.45,400299189.01309204,CFU,wt,0
746,7.46,401517558.62007123,CFU,wt,0
747,7.47,402738026.5530952,CFU,wt,0
748,7.48,403960586.64310366,CFU,wt,0
749,7.49,405185232.660151,CFU,wt,0
750,7.5,406411958.31341696,CFU,wt,0
751,7.51,407640757.25121945,CFU,wt,0
752,7.5200000000000005,408871623.0610311,CFU,wt,0
753,7.53,410104549.26949906,CFU,wt,0
754,7.54,411339529.3424685,CFU,wt,0
755,7.55,412576556.685009,CFU,wt,0
756,7.5600000000000005,413815624.6414447,CFU,wt,0
757,7.57,415056726.4953873,CFU,wt,0
758,7.58,416299855.4697737,CFU,wt,0
759,7.59,417545004.72690535,CFU,wt,0
760,7.6000000000000005,418792167.36849284,CFU,wt,0
761,7.61,420041336.43570197,CFU,wt,0
762,7.62,421292504.9092054,CFU,wt,0
763,7.63,422545665.70923615,CFU,wt,0
764,7.640000000000001,423800811.6956457,CFU,wt,0
765,7.65,425057935.66796404,CFU,wt,0
766,7.66,426317030.36546564,CFU,wt,0
767,7.67,427578088.4672366,CFU,wt,0
768,7.68,428841102.5922466,CFU,wt,0
769,7.69,430106065.2994244,CFU,wt,0
770,7.7,431372969.0877359,CFU,wt,0
771,7.71,432641806.3962671,CFU,wt,0
772,7.72,433912569.6043098,CFU,wt,0
773,7.73,435185251.0314511,CFU,wt,0
774,7.74,436459842.93766606,CFU,wt,0
775,7.75,437736337.5234151,CFU,wt,0
776,7.76,439014726.9297436,CFU,wt,0
777,7.7700000000000005,440295003.23838633,CFU,wt,0
778,7.78,441577158.4718743,CFU,wt,0
779,7.79,442861184.5936465,CFU,wt,0
780,7.8,444147073.5081646,CFU,wt,0
781,7.8100000000000005,445434817.0610309,CFU,wt,0
782,7.82,446724407.0391106,CFU,wt,0
783,7.83,448015835.1706577,CFU,wt,0
784,7.84,449309093.12544423,CFU,wt,0
785,7.8500000000000005,450604172.5148934,CFU,wt,0
786,7.86,451901064.8922157,CFU,wt,0
787,7.87,453199761.75255,CFU,wt,0
788,7.88,454500254.5331072,CFU,wt,0
789,7.890000000000001,455802534.6133182,CFU,wt,0
790,7.9,457106593.3149846,CFU,wt,0
791,7.91,458412421.9024346,CFU,wt,0
792,7.92,459720011.5826813,CFU,wt,0
793,7.930000000000001,461029353.50558543,CFU,wt,0
794,7.94,462340438.7640209,CFU,wt,0
795,7.95,463653258.3940453,CFU,wt,0
796,7.96,464967803.375073,CFU,wt,0
797,7.97,466284064.6300525,CFU,wt,0
798,7.98,467602033.0256472,CFU,wt,0
799,7.99,468921699.37242,CFU,wt,0
800,8.0,470243054.42502165,CFU,wt,0
801,8.01,471566088.88238275,CFU,wt,0
802,8.02,472890793.3879092,CFU,wt,0
803,8.03,474217158.52968156,CFU,wt,0
804,8.040000000000001,475545174.8406586,CFU,wt,0
805,8.05,476874832.7988825,CFU,wt,0
806,8.06,478206122.8276911,CFU,wt,0
807,8.07,479539035.2959308,CFU,wt,0
808,8.08,480873560.5181746,CFU,wt,0
809,8.09,482209688.7549431,CFU,wt,0
810,8.1,483547410.21293014,CFU,wt,0
811,8.11,484886715.0452311,CFU,wt,0
812,8.120000000000001,486227593.3515755,CFU,wt,0
813,8.13,487570035.17856187,CFU,wt,0
814,8.14,488914030.5198994,CFU,wt,0
815,8.15,490259569.3166495,CFU,wt,0
816,8.16,491606641.45747334,CFU,wt,0
817,8.17,492955236.77888227,CFU,wt,0
818,8.18,494305345.0654918,CFU,wt,0
819,8.19,495656956.0502793,CFU,wt,0
820,8.2,497010059.41484565,CFU,wt,0
821,8.21,498364644.78967977,CFU,wt,0
822,8.22,499720701.75442636,CFU,wt,0
823,8.23,501078219.8381595,CFU,wt,0
824,8.24,502437188.5196571,CFU,wt,0
825,8.25,503797597.2276801,CFU,wt,0
826,8.26,505159435.34125537,CFU,wt,0
827,8.27,506522692.1899616,CFU,wt,0
828,8.28,507887357.0542192,CFU,wt,0
829,8.290000000000001,509253419.1655833,CFU,wt,0
830,8.3,510620867.70703995,CFU,wt,0
831,8.31,511989691.81330717,CFU,wt,0
832,8.32,513359880.5711378,CFU,wt,0
833,8.33,514731423.01962656,CFU,wt,0
834,8.34,516104308.1505207,CFU,wt,0
835,8.35,517478524.90853345,CFU,wt,0
836,8.36,518854062.19166183,CFU,wt,0
837,8.370000000000001,520230908.85150677,CFU,wt,0
838,8.38,521609053.6935966,CFU,wt,0
839,8.39,522988485.47771573,CFU,wt,0
840,8.4,524369192.91823417,CFU,wt,0
841,8.41,525751164.6844419,CFU,wt,0
842,8.42,527134389.40088594,CFU,wt,0
843,8.43,528518855.64771104,CFU,wt,0
844,8.44,529904551.9610034,CFU,wt,0
845,8.45,531291466.8331377,CFU,wt,0
846,8.46,532679588.7131275,CFU,wt,0
847,8.47,534068906.0069779,CFU,wt,0
848,8.48,535459407.0780436,CFU,wt,0
849,8.49,536851080.24738735,CFU,wt,0
850,8.5,538243913.7941438,CFU,wt,0
851,8.51,539637895.9558847,CFU,wt,0
852,8.52,541033014.9289889,CFU,wt,0
853,8.53,542429258.869014,CFU,wt,0
854,8.540000000000001,543826615.891072,CFU,wt,0
855,8.55,545225074.0702065,CFU,wt,0
856,8.56,546624621.4417762,CFU,wt,0
857,8.57,548025246.0018369,CFU,wt,0
858,8.58,549426935.7075301,CFU,wt,0
859,8.59,550829678.4774728,CFU,wt,0
860,8.6,552233462.1921506,CFU,wt,0
861,8.61,553638274.6943133,CFU,wt,0
862,8.620000000000001,555044103.7893751,CFU,wt,0
863,8.63,556450937.2458136,CFU,wt,0
864,8.64,557858762.7955773,CFU,wt,0
865,8.65,559267568.134491,CFU,wt,0
866,8.66,560677340.9226663,CFU,wt,0
867,8.67,562088068.7849146,CFU,wt,0
868,8.68,563499739.3111616,CFU,wt,0
869,8.69,564912340.0568669,CFU,wt,0
870,8.700000000000001,566325858.5434434,CFU,wt,0
871,8.71,567740282.2586813,CFU,wt,0
872,8.72,569155598.6571736,CFU,wt,0
873,8.73,570571795.1607455,CFU,wt,0
874,8.74,571988859.1588845,CFU,wt,0
875,8.75,573406778.0091742,CFU,wt,0
876,8.76,574825539.0377307,CFU,wt,0
877,8.77,576245129.5396403,CFU,wt,0
878,8.78,577665536.7794011,CFU,wt,0
879,8.790000000000001,579086747.9913656,CFU,wt,0
880,8.8,580508750.3801861,CFU,wt,0
881,8.81,581931531.1212635,CFU,wt,0
882,8.82,583355077.3611968,CFU,wt,0
883,8.83,584779376.2182353,CFU,wt,0
884,8.84,586204414.7827333,CFU,wt,0
885,8.85,587630180.1176075,CFU,wt,0
886,8.86,589056659.2587948,CFU,wt,0
887,8.870000000000001,590483839.2157146,CFU,wt,0
888,8.88,591911706.9717302,CFU,wt,0
889,8.89,593340249.4846162,CFU,wt,0
890,8.9,594769453.6870235,CFU,wt,0
891,8.91,596199306.4869502,CFU,wt,0
892,8.92,597629794.7682109,CFU,wt,0
893,8.93,599060905.3909112,CFU,wt,0
894,8.94,600492625.1919222,CFU,wt,0
895,8.950000000000001,601924940.9853567,CFU,wt,0
896,8.96,603357839.5630474,CFU,wt,0
897,8.97,604791307.6950285,CFU,wt,0
898,8.98,606225332.1300164,CFU,wt,0
899,8.99,607659899.5958941,CFU,wt,0
900,9.0,609094996.8001957,CFU,wt,0
901,9.01,610530610.4305944,CFU,wt,0
902,9.02,611966727.15539,CFU,wt,0
903,9.03,613403333.6239994,CFU,wt,0
904,9.040000000000001,614840416.4674485,CFU,wt,0
905,9.05,616277962.2988636,CFU,wt,0
906,9.06,617715957.7139683,CFU,wt,0
907,9.07,619154389.2915772,CFU,wt,0
908,9.08,620593243.5940944,CFU,wt,0
909,9.09,622032507.1680108,CFU,wt,0
910,9.1,623472166.5444049,CFU,wt,0
911,9.11,624912208.239443,CFU,wt,0
912,9.120000000000001,626352618.7548821,CFU,wt,0
913,9.13,627793384.5785718,CFU,wt,0
914,9.14,629234492.1849607,CFU,wt,0
915,9.15,630675928.0356005,CFU,wt,0
916,9.16,632117678.5796528,CFU,wt,0
917,9.17,633559730.2543966,CFU,wt,0
918,9.18,635002069.4857372,CFU,wt,0
919,9.19,636444682.688715,CFU,wt,0
920,9.200000000000001,637887556.2680163,CFU,wt,0
921,9.21,639330676.6184835,CFU,wt,0
922,9.22,640774030.125628,CFU,wt,0
923,9.23,642217603.1661421,CFU,wt,0
924,9.24,643661382.108413,CFU,wt,0
925,9.25,645105353.3130361,CFU,wt,0
926,9.26,646549503.1333299,CFU,wt,0
927,9.27,647993817.9158512,CFU,wt,0
928,9.28,649438284.0009112,CFU,wt,0
929,9.290000000000001,650882887.7230911,CFU,wt,0
930,9.3,652327615.4117589,CFU,wt,0
931,9.31,653772453.3915874,CFU,wt,0
932,9.32,655217387.9830705,CFU,wt,0
933,9.33,656662405.5030421,CFU,wt,0
934,9.34,658107492.2651936,CFU,wt,0
935,9.35,659552634.5805922,CFU,wt,0
936,9.36,660997818.7581999,CFU,wt,0
937,9.370000000000001,662443031.1053929,CFU,wt,0
938,9.38,663888257.9284784,CFU,wt,0
939,9.39,665333485.5332158,CFU,wt,0
940,9.4,666778700.2253346,CFU,wt,0
941,9.41,668223888.3110541,CFU,wt,0
942,9.42,669669036.0976017,CFU,wt,0
943,9.43,671114129.8937317,CFU,wt,0
944,9.44,672559156.0102456,CFU,wt,0
945,9.450000000000001,674004100.7605087,CFU,wt,0
946,9.46,675448950.4609696,CFU,wt,0
947,9.47,676893691.4316784,CFU,wt,0
948,9.48,678338309.9968046,CFU,wt,0
949,9.49,679782792.4851543,CFU,wt,0
950,9.5,681227125.2306874,CFU,wt,0
951,9.51,682671294.5730346,CFU,wt,0
952,9.52,684115286.8580141,CFU,wt,0
953,9.53,685559088.4381461,CFU,wt,0
954,9.540000000000001,687002685.6731696,CFU,wt,0
955,9.55,688446064.9305557,CFU,wt,0
956,9.56,689889212.586023,CFU,wt,0
957,9.57,691332115.02405,CFU,wt,0
958,9.58,692774758.6383885,CFU,wt,0
959,9.59,694217129.832575,CFU,wt,0
960,9.6,695659215.0204419,CFU,wt,0
961,9.61,697101000.6266284,CFU,wt,0
962,9.620000000000001,698542473.0870898,CFU,wt,0
963,9.63,699983618.849605,CFU,wt,0
964,9.64,701424424.3742859,CFU,wt,0
965,9.65,702864876.134083,CFU,wt,0
966,9.66,704304960.615291,CFU,wt,0
967,9.67,705744664.3180536,CFU,wt,0
968,9.68,707183973.7568668,CFU,wt,0
969,9.69,708622875.4610814,CFU,wt,0
970,9.700000000000001,710061355.9754039,CFU,wt,0
971,9.71,711499401.8603959,CFU,wt,0
972,9.72,712936999.6929739,CFU,wt,0
973,9.73,714374136.0669055,CFU,wt,0
974,9.74,715810797.5933062,CFU,wt,0
975,9.75,717246970.9011333,CFU,wt,0
976,9.76,718682642.6376793,CFU,wt,0
977,9.77,720117799.4690638,CFU,wt,0
978,9.78,721552428.0807232,CFU,wt,0
979,9.790000000000001,722986515.1779003,CFU,wt,0
980,9.8,724420047.4861299,CFU,wt,0
981,9.81,725853011.7517259,CFU,wt,0
982,9.82,727285394.7422645,CFU,wt,0
983,9.83,728717183.2470658,CFU,wt,0
984,9.84,730148364.077675,CFU,wt,0
985,9.85,731578924.0683408,CFU,wt,0
986,9.86,733008850.0764922,CFU,wt,0
987,9.870000000000001,734438128.9832141,CFU,wt,0
988,9.88,735866747.6937193,CFU,wt,0
989,9.89,737294693.137821,CFU,wt,0
990,9.9,738721952.2704015,CFU,wt,0
991,9.91,740148512.0718802,CFU,wt,0
992,9.92,741574359.548678,CFU,wt,0
993,9.93,742999481.7336819,CFU,wt,0
994,9.94,744423865.6867048,CFU,wt,0
995,9.950000000000001,745847498.494946,CFU,wt,0
996,9.96,747270367.2734473,CFU,wt,0
997,9.97,748692459.1655484,CFU,wt,0
998,9.98,750113761.3433394,CFU,wt,0
999,9.99,751534261.0081109,CFU,wt,0
1000,10.0,752953945.3908023,CFU,wt,0
1001,10.01,754372801.7524477,CFU,wt,0
1002,10.02,755790817.3846196,CFU,wt,0
1003,10.03,757207979.6098692,CFU,wt,0
1004,10.040000000000001,758624275.7821662,CFU,wt,0
1005,10.05,760039693.2873338,CFU,wt,0
1006,10.06,761454219.5434837,CFU,wt,0
1007,10.07,762867842.0014466,CFU,wt,0
1008,10.08,764280548.1452016,CFU,wt,0
1009,10.09,765692325.4923018,CFU,wt,0
1010,10.1,767103161.5942986,CFU,wt,0
1011,10.11,768513044.0371622,CFU,wt,0
1012,10.120000000000001,769921960.4417007,CFU,wt,0
1013,10.13,771329898.4639745,CFU,wt,0
1014,10.14,772736845.7957109,CFU,wt,0
1015,10.15,774142790.1647139,CFU,wt,0
1016,10.16,775547719.335271,CFU,wt,0
1017,10.17,776951621.108559,CFU,wt,0
1018,10.18,778354483.3230455,CFU,wt,0
1019,10.19,779756293.8548884,CFU,wt,0
1020,10.200000000000001,781157040.6183319,CFU,wt,0
1021,10.21,782556711.5660992,CFU,wt,0
1022,10.22,783955294.6897848,CFU,wt,0
1023,10.23,785352778.0202405,CFU,wt,0
1024,10.24,786749149.6279612,CFU,wt,0
1025,10.25,788144397.623465,CFU,wt,0
1026,10.26,789538510.1576735,CFU,wt,0
1027,10.27,790931475.4222865,CFU,wt,0
1028,10.28,792323281.650155,CFU,wt,0
1029,10.290000000000001,793713917.1156502,CFU,wt,0
1030,10.3,795103370.1350297,CFU,wt,0
1031,10.31,796491629.066802,CFU,wt,0
1032,10.32,797878682.3120859,CFU,wt,0
1033,10.33,799264518.3149669,CFU,wt,0
1034,10.34,800649125.5628519,CFU,wt,0
1035,10.35,802032492.5868198,CFU,wt,0
1036,10.36,803414607.961968,CFU,wt,0
1037,10.370000000000001,804795460.3077579,CFU,wt,0
1038,10.38,806175038.2883542,CFU,wt,0
1039,10.39,807553330.6129637,CFU,wt,0
1040,10.4,808930326.0361696,CFU,wt,0
1041,10.41,810306013.3582622,CFU,wt,0
1042,10.42,811680381.4255663,CFU,wt,0
1043,10.43,813053419.1307659,CFU,wt,0
1044,10.44,814425115.4132253,CFU,wt,0
1045,10.450000000000001,815795459.2593069,CFU,wt,0
1046,10.46,817164439.7026839,CFU,wt,0
1047,10.47,818532045.8246536,CFU,wt,0
1048,10.48,819898266.7544426,CFU,wt,0
1049,10.49,821263091.669512,CFU,wt,0
1050,10.5,822626509.7958573,CFU,wt,0
1051,10.51,823988510.4083058,CFU,wt,0
1052,10.52,825349082.8308095,CFU,wt,0
1053,10.53,826708216.4367359,CFU,wt,0
1054,10.540000000000001,828065900.6491544,CFU,wt,0
1055,10.55,829422124.9411185,CFU,wt,0
1056,10.56,830776878.8359467,CFU,wt,0
1057,10.57,832130151.907497,CFU,wt,0
1058,10.58,833481933.7804408,CFU,wt,0
1059,10.59,834832214.1305304,CFU,wt,0
1060,10.6,836180982.6848649,CFU,wt,0
1061,10.61,837528229.2221518,CFU,wt,0
1062,10.620000000000001,838873943.5729656,CFU,wt,0
1063,10.63,840218115.6200011,CFU,wt,0
1064,10.64,841560735.2983254,CFU,wt,0
1065,10.65,842901792.595625,CFU,wt,0
1066,10.66,844241277.5524491,CFU,wt,0
1067,10.67,845579180.2624497,CFU,wt,0
1068,10.68,846915490.8726183,CFU,wt,0
1069,10.69,848250199.5835183,CFU,wt,0
1070,10.700000000000001,849583296.6495146,CFU,wt,0
1071,10.71,850914772.3789979,CFU,wt,0
1072,10.72,852244617.1346081,CFU,wt,0
1073,10.73,853572821.3334514,CFU,wt,0
1074,10.74,854899375.4473147,CFU,wt,0
1075,10.75,856224270.0028771,CFU,wt,0
1076,10.76,857547495.5819162,CFU,wt,0
1077,10.77,858869042.8215121,CFU,wt,0
1078,10.78,860188902.4142468,CFU,wt,0
1079,10.790000000000001,861507065.1084005,CFU,wt,0
1080,10.8,862823521.7081436,CFU,wt,0
1081,10.81,864138263.0737259,CFU,wt,0
1082,10.82,865451280.1216614,CFU,wt,0
1083,10.83,866762563.8249094,CFU,wt,0
1084,10.84,868072105.2130525,CFU,wt,0
1085,10.85,869379895.3724701,CFU,wt,0
1086,10.86,870685925.4465089,CFU,wt,0
1087,10.870000000000001,871990186.6356494,CFU,wt,0
1088,10.88,873292670.1976686,CFU,wt,0
1089,10.89,874593367.4477993,CFU,wt,0
1090,10.9,875892269.7588861,CFU,wt,0
1091,10.91,877189368.5615362,CFU,wt,0
1092,10.92,878484655.3442681,CFU,wt,0
1093,10.93,879778121.6536561,CFU,wt,0
1094,10.94,881069759.0944711,CFU,wt,0
1095,10.950000000000001,882359559.3298174,CFU,wt,0
1096,10.96,883647514.0812658,CFU,wt,0
1097,10.97,884933615.1289846,CFU,wt,0
1098,10.98,886217854.3118647,CFU,wt,0
1099,10.99,887500223.5276425,CFU,wt,0
1100,11.0,888780714.733018,CFU,wt,0
1101,11.01,890059319.9437712,CFU,wt,0
1102,11.02,891336031.2348728,CFU,wt,0
1103,11.03,892610840.7405921,CFU,wt,0
1104,11.040000000000001,893883740.6546019,CFU,wt,0
1105,11.05,895154723.230078,CFU,wt,0
1106,11.06,896423780.7797977,CFU,wt,0
1107,11.07,897690905.6762325,CFU,wt,0
1108,11.08,898956090.351638,CFU,wt,0
1109,11.09,900219327.2981404,CFU,wt,0
1110,11.1,901480609.0678189,CFU,wt,0
1111,11.11,902739928.2727855,CFU,wt,0
1112,11.120000000000001,903997277.5852603,CFU,wt,0
1113,11.13,905252649.7376423,CFU,wt,0
1114,11.14,906506037.5225801,CFU,wt,0
1115,11.15,907757433.7930362,CFU,wt,0
1116,11.16,909006831.4623474,CFU,wt,0
1117,11.17,910254223.5042838,CFU,wt,0
1118,11.18,911499602.9531033,CFU,wt,0
1119,11.19,912742962.9036021,CFU,wt,0
1120,11.200000000000001,913984296.5111628,CFU,wt,0
1121,11.21,915223596.9917978,CFU,wt,0
1122,11.22,916460857.6221906,CFU,wt,0
1123,11.23,917696071.739733,CFU,wt,0
1124,11.24,918929232.7425584,CFU,wt,0
1125,11.25,920160334.0895724,CFU,wt,0
1126,11.26,921389369.3004802,CFU,wt,0
1127,11.27,922616331.9558098,CFU,wt,0
1128,11.28,923841215.6969321,CFU,wt,0
1129,11.290000000000001,925064014.2260784,CFU,wt,0
1130,11.3,926284721.3063533,CFU,wt,0
1131,11.31,927503330.7617456,CFU,wt,0
1132,11.32,928719836.4771346,CFU,wt,0
1133,11.33,929934232.3982949,CFU,wt,0
1134,11.34,931146512.5318952,CFU,wt,0
1135,11.35,932356670.9454967,CFU,wt,0
1136,11.36,933564701.7675463,CFU,wt,0
1137,11.370000000000001,934770599.187368,CFU,wt,0
1138,11.38,935974357.455149,CFU,wt,0
1139,11.39,937175970.8819257,CFU,wt,0
1140,11.4,938375433.8395636,CFU,wt,0
1141,11.41,939572740.7607356,CFU,wt,0
1142,11.42,940767886.138897,CFU,wt,0
1143,11.43,941960864.5282563,CFU,wt,0
1144,11.44,943151670.543745,CFU,wt,0
1145,11.450000000000001,944340298.8609829,CFU,wt,0
1146,11.46,945526744.2162389,CFU,wt,0
1147,11.47,946711001.4063925,CFU,wt,0
1148,11.48,947893065.2888888,CFU,wt,0
1149,11.49,949072930.7816929,CFU,wt,0
1150,11.5,950250592.8632387,CFU,wt,0
1151,11.51,951426046.5723777,CFU,wt,0
1152,11.52,952599287.0083225,CFU,wt,0
1153,11.53,953770309.3305889,CFU,wt,0
1154,11.540000000000001,954939108.7589341,CFU,wt,0
1155,11.55,956105680.573292,CFU,wt,0
1156,11.56,957270020.1137066,CFU,wt,0
1157,11.57,958432122.7802619,CFU,wt,0
1158,11.58,959591984.0330086,CFU,wt,0
1159,11.59,960749599.3918886,CFU,wt,0
1160,11.6,961904964.4366566,CFU,wt,0
1161,11.61,963058074.8067982,CFU,wt,0
1162,11.620000000000001,964208926.2014472,CFU,wt,0
1163,11.63,965357514.3792968,CFU,wt,0
1164,11.64,966503835.1585119,CFU,wt,0
1165,11.65,967647884.4166365,CFU,wt,0
1166,11.66,968789658.0904982,CFU,wt,0
1167,11.67,969929152.1761116,CFU,wt,0
1168,11.68,971066362.7285773,CFU,wt,0
1169,11.69,972201285.8619802,CFU,wt,0
1170,11.700000000000001,973333917.7492836,CFU,wt,0
1171,11.71,974464254.6222206,CFU,wt,0
1172,11.72,975592292.7711861,CFU,wt,0
1173,11.73,976718028.5451213,CFU,wt,0
1174,11.74,977841458.3513999,CFU,wt,0
1175,11.75,978962578.6557095,CFU,wt,0
1176,11.76,980081385.9819319,CFU,wt,0
1177,11.77,981197876.91202,CFU,wt,0
1178,11.78,982312048.0858727,CFU,wt,0
